offset_dec offset_hex byte_hex bits       field
      3269 0x00000cc5 20       00100000 block.tx[10].vout[1].script_pubkey
      3270 0x00000cc6 b2       10110010 block.tx[10].vout[1].script_pubkey
      3271 0x00000cc7 89       10001001 block.tx[10].vout[1].script_pubkey
      3272 0x00000cc8 09       00001001 block.tx[10].vout[1].script_pubkey
      3273 0x00000cc9 08       00001000 block.tx[10].vout[1].script_pubkey
      3274 0x00000cca b1       10110001 block.tx[10].vout[1].script_pubkey
      3275 0x00000ccb c6       11000110 block.tx[10].vout[1].script_pubkey
      3276 0x00000ccc 88       10001000 block.tx[10].vout[1].script_pubkey
      3277 0x00000ccd c7       11000111 block.tx[10].vout[1].script_pubkey
      3278 0x00000cce 1b       00011011 block.tx[10].vout[1].script_pubkey
      3279 0x00000ccf 71       01110001 block.tx[10].vout[1].script_pubkey
      3280 0x00000cd0 5c       01011100 block.tx[10].vout[1].script_pubkey
      3281 0x00000cd1 de       11011110 block.tx[10].vout[1].script_pubkey
      3282 0x00000cd2 10       00010000 block.tx[10].vout[1].script_pubkey
      3283 0x00000cd3 f0       11110000 block.tx[10].vout[1].script_pubkey
      3284 0x00000cd4 47       01000111 block.tx[10].vout[1].script_pubkey
      3285 0x00000cd5 ae       10101110 block.tx[10].vout[1].script_pubkey
      3286 0x00000cd6 67       01100111 block.tx[10].vout[1].script_pubkey
      3287 0x00000cd7 00       00000000 block.tx[10].vout[1].script_pubkey
      3288 0x00000cd8 fc       11111100 block.tx[10].vout[1].script_pubkey
      3289 0x00000cd9 76       01110110 block.tx[10].vout[1].script_pubkey
      3290 0x00000cda 9e       10011110 block.tx[10].vout[1].script_pubkey
      3291 0x00000cdb be       10111110 block.tx[10].vout[1].script_pubkey
      3292 0x00000cdc 7e       01111110 block.tx[10].vout[1].script_pubkey
      3293 0x00000cdd 3e       00111110 block.tx[10].vout[1].script_pubkey
      3294 0x00000cde 26       00100110 block.tx[10].vout[1].script_pubkey
      3295 0x00000cdf 35       00110101 block.tx[10].vout[1].script_pubkey
      3296 0x00000ce0 8a       10001010 block.tx[10].vout[1].script_pubkey
      3297 0x00000ce1 5a       01011010 block.tx[10].vout[1].script_pubkey
      3298 0x00000ce2 7b       01111011 block.tx[10].vout[1].script_pubkey
      3299 0x00000ce3 cb       11001011 block.tx[10].vout[1].script_pubkey
      3300 0x00000ce4 11       00010001 block.tx[10].vout[1].script_pubkey
      3301 0x00000ce5 f4       11110100 block.tx[10].vout[1].script_pubkey
      3302 0x00000ce6 01       00000001 block.tx[10].vin[0].witness_count
      3303 0x00000ce7 40       01000000 block.tx[10].vin[0].witness[0].length
      3304 0x00000ce8 a6       10100110 block.tx[10].vin[0].witness[0].data
      3305 0x00000ce9 aa       10101010 block.tx[10].vin[0].witness[0].data
      3306 0x00000cea 93       10010011 block.tx[10].vin[0].witness[0].data
      3307 0x00000ceb fc       11111100 block.tx[10].vin[0].witness[0].data
      3308 0x00000cec 99       10011001 block.tx[10].vin[0].witness[0].data
      3309 0x00000ced c7       11000111 block.tx[10].vin[0].witness[0].data
      3310 0x00000cee e8       11101000 block.tx[10].vin[0].witness[0].data
      3311 0x00000cef 33       00110011 block.tx[10].vin[0].witness[0].data
      3312 0x00000cf0 4f       01001111 block.tx[10].vin[0].witness[0].data
      3313 0x00000cf1 d9       11011001 block.tx[10].vin[0].witness[0].data
      3314 0x00000cf2 b6       10110110 block.tx[10].vin[0].witness[0].data
      3315 0x00000cf3 aa       10101010 block.tx[10].vin[0].witness[0].data
      3316 0x00000cf4 c9       11001001 block.tx[10].vin[0].witness[0].data
      3317 0x00000cf5 31       00110001 block.tx[10].vin[0].witness[0].data
      3318 0x00000cf6 64       01100100 block.tx[10].vin[0].witness[0].data
      3319 0x00000cf7 b6       10110110 block.tx[10].vin[0].witness[0].data
      3320 0x00000cf8 83       10000011 block.tx[10].vin[0].witness[0].data
      3321 0x00000cf9 a2       10100010 block.tx[10].vin[0].witness[0].data
      3322 0x00000cfa 96       10010110 block.tx[10].vin[0].witness[0].data
      3323 0x00000cfb b1       10110001 block.tx[10].vin[0].witness[0].data
      3324 0x00000cfc c3       11000011 block.tx[10].vin[0].witness[0].data
      3325 0x00000cfd 1a       00011010 block.tx[10].vin[0].witness[0].data
      3326 0x00000cfe e5       11100101 block.tx[10].vin[0].witness[0].data
      3327 0x00000cff 14       00010100 block.tx[10].vin[0].witness[0].data
      3328 0x00000d00 89       10001001 block.tx[10].vin[0].witness[0].data
      3329 0x00000d01 89       10001001 block.tx[10].vin[0].witness[0].data
      3330 0x00000d02 d2       11010010 block.tx[10].vin[0].witness[0].data
      3331 0x00000d03 85       10000101 block.tx[10].vin[0].witness[0].data
      3332 0x00000d04 50       01010000 block.tx[10].vin[0].witness[0].data
      3333 0x00000d05 e5       11100101 block.tx[10].vin[0].witness[0].data
      3334 0x00000d06 49       01001001 block.tx[10].vin[0].witness[0].data
      3335 0x00000d07 08       00001000 block.tx[10].vin[0].witness[0].data
      3336 0x00000d08 6b       01101011 block.tx[10].vin[0].witness[0].data
      3337 0x00000d09 40       01000000 block.tx[10].vin[0].witness[0].data
      3338 0x00000d0a 96       10010110 block.tx[10].vin[0].witness[0].data
      3339 0x00000d0b f2       11110010 block.tx[10].vin[0].witness[0].data
      3340 0x00000d0c b4       10110100 block.tx[10].vin[0].witness[0].data
      3341 0x00000d0d f1       11110001 block.tx[10].vin[0].witness[0].data
      3342 0x00000d0e cf       11001111 block.tx[10].vin[0].witness[0].data
      3343 0x00000d0f 95       10010101 block.tx[10].vin[0].witness[0].data
      3344 0x00000d10 f1       11110001 block.tx[10].vin[0].witness[0].data
      3345 0x00000d11 be       10111110 block.tx[10].vin[0].witness[0].data
      3346 0x00000d12 24       00100100 block.tx[10].vin[0].witness[0].data
      3347 0x00000d13 55       01010101 block.tx[10].vin[0].witness[0].data
      3348 0x00000d14 31       00110001 block.tx[10].vin[0].witness[0].data
      3349 0x00000d15 9a       10011010 block.tx[10].vin[0].witness[0].data
      3350 0x00000d16 cf       11001111 block.tx[10].vin[0].witness[0].data
      3351 0x00000d17 5a       01011010 block.tx[10].vin[0].witness[0].data
      3352 0x00000d18 ae       10101110 block.tx[10].vin[0].witness[0].data
      3353 0x00000d19 37       00110111 block.tx[10].vin[0].witness[0].data
      3354 0x00000d1a 2e       00101110 block.tx[10].vin[0].witness[0].data
      3355 0x00000d1b b5       10110101 block.tx[10].vin[0].witness[0].data
      3356 0x00000d1c 46       01000110 block.tx[10].vin[0].witness[0].data
      3357 0x00000d1d e5       11100101 block.tx[10].vin[0].witness[0].data
      3358 0x00000d1e 73       01110011 block.tx[10].vin[0].witness[0].data
      3359 0x00000d1f f7       11110111 block.tx[10].vin[0].witness[0].data
      3360 0x00000d20 2c       00101100 block.tx[10].vin[0].witness[0].data
      3361 0x00000d21 6d       01101101 block.tx[10].vin[0].witness[0].data
      3362 0x00000d22 a6       10100110 block.tx[10].vin[0].witness[0].data
      3363 0x00000d23 f8       11111000 block.tx[10].vin[0].witness[0].data
      3364 0x00000d24 75       01110101 block.tx[10].vin[0].witness[0].data
      3365 0x00000d25 83       10000011 block.tx[10].vin[0].witness[0].data
      3366 0x00000d26 bb       10111011 block.tx[10].vin[0].witness[0].data
      3367 0x00000d27 a4       10100100 block.tx[10].vin[0].witness[0].data
      3368 0x00000d28 ec       11101100 block.tx[10].locktime
      3369 0x00000d29 35       00110101 block.tx[10].locktime
      3370 0x00000d2a 02       00000010 block.tx[10].locktime
      3371 0x00000d2b 00       00000000 block.tx[10].locktime
      3372 0x00000d2c 02       00000010 block.tx[11].version
      3373 0x00000d2d 00       00000000 block.tx[11].version
      3374 0x00000d2e 00       00000000 block.tx[11].version
      3375 0x00000d2f 00       00000000 block.tx[11].version
      3376 0x00000d30 00       00000000 block.tx[11].marker
      3377 0x00000d31 01       00000001 block.tx[11].flag
      3378 0x00000d32 01       00000001 block.tx[11].input_count
      3379 0x00000d33 61       01100001 block.tx[11].vin[0].prev_txid_le
      3380 0x00000d34 20       00100000 block.tx[11].vin[0].prev_txid_le
      3381 0x00000d35 a4       10100100 block.tx[11].vin[0].prev_txid_le
      3382 0x00000d36 fd       11111101 block.tx[11].vin[0].prev_txid_le
      3383 0x00000d37 03       00000011 block.tx[11].vin[0].prev_txid_le
      3384 0x00000d38 00       00000000 block.tx[11].vin[0].prev_txid_le
      3385 0x00000d39 7b       01111011 block.tx[11].vin[0].prev_txid_le
      3386 0x00000d3a 5d       01011101 block.tx[11].vin[0].prev_txid_le
      3387 0x00000d3b 1a       00011010 block.tx[11].vin[0].prev_txid_le
      3388 0x00000d3c e5       11100101 block.tx[11].vin[0].prev_txid_le
      3389 0x00000d3d 3d       00111101 block.tx[11].vin[0].prev_txid_le
      3390 0x00000d3e 3f       00111111 block.tx[11].vin[0].prev_txid_le
      3391 0x00000d3f 1e       00011110 block.tx[11].vin[0].prev_txid_le
      3392 0x00000d40 ad       10101101 block.tx[11].vin[0].prev_txid_le
      3393 0x00000d41 e9       11101001 block.tx[11].vin[0].prev_txid_le
      3394 0x00000d42 84       10000100 block.tx[11].vin[0].prev_txid_le
      3395 0x00000d43 64       01100100 block.tx[11].vin[0].prev_txid_le
      3396 0x00000d44 3d       00111101 block.tx[11].vin[0].prev_txid_le
      3397 0x00000d45 03       00000011 block.tx[11].vin[0].prev_txid_le
      3398 0x00000d46 57       01010111 block.tx[11].vin[0].prev_txid_le
      3399 0x00000d47 48       01001000 block.tx[11].vin[0].prev_txid_le
      3400 0x00000d48 1a       00011010 block.tx[11].vin[0].prev_txid_le
      3401 0x00000d49 86       10000110 block.tx[11].vin[0].prev_txid_le
      3402 0x00000d4a e5       11100101 block.tx[11].vin[0].prev_txid_le
      3403 0x00000d4b b7       10110111 block.tx[11].vin[0].prev_txid_le
      3404 0x00000d4c 96       10010110 block.tx[11].vin[0].prev_txid_le
      3405 0x00000d4d ca       11001010 block.tx[11].vin[0].prev_txid_le
      3406 0x00000d4e f9       11111001 block.tx[11].vin[0].prev_txid_le
      3407 0x00000d4f 52       01010010 block.tx[11].vin[0].prev_txid_le
      3408 0x00000d50 ab       10101011 block.tx[11].vin[0].prev_txid_le
      3409 0x00000d51 12       00010010 block.tx[11].vin[0].prev_txid_le
      3410 0x00000d52 47       01000111 block.tx[11].vin[0].prev_txid_le
      3411 0x00000d53 08       00001000 block.tx[11].vin[0].prev_vout
      3412 0x00000d54 00       00000000 block.tx[11].vin[0].prev_vout
      3413 0x00000d55 00       00000000 block.tx[11].vin[0].prev_vout
      3414 0x00000d56 00       00000000 block.tx[11].vin[0].prev_vout
      3415 0x00000d57 00       00000000 block.tx[11].vin[0].script_sig_length
      3416 0x00000d58 fd       11111101 block.tx[11].vin[0].sequence
      3417 0x00000d59 ff       11111111 block.tx[11].vin[0].sequence
      3418 0x00000d5a ff       11111111 block.tx[11].vin[0].sequence
      3419 0x00000d5b ff       11111111 block.tx[11].vin[0].sequence
      3420 0x00000d5c 02       00000010 block.tx[11].output_count
      3421 0x00000d5d 00       00000000 block.tx[11].vout[0].value_satoshi
      3422 0x00000d5e 00       00000000 block.tx[11].vout[0].value_satoshi
      3423 0x00000d5f 00       00000000 block.tx[11].vout[0].value_satoshi
      3424 0x00000d60 00       00000000 block.tx[11].vout[0].value_satoshi
      3425 0x00000d61 00       00000000 block.tx[11].vout[0].value_satoshi
      3426 0x00000d62 00       00000000 block.tx[11].vout[0].value_satoshi
      3427 0x00000d63 00       00000000 block.tx[11].vout[0].value_satoshi
      3428 0x00000d64 00       00000000 block.tx[11].vout[0].value_satoshi
      3429 0x00000d65 22       00100010 block.tx[11].vout[0].script_pubkey_length
      3430 0x00000d66 6a       01101010 block.tx[11].vout[0].script_pubkey
      3431 0x00000d67 20       00100000 block.tx[11].vout[0].script_pubkey
      3432 0x00000d68 9f       10011111 block.tx[11].vout[0].script_pubkey
      3433 0x00000d69 18       00011000 block.tx[11].vout[0].script_pubkey
      3434 0x00000d6a 6b       01101011 block.tx[11].vout[0].script_pubkey
      3435 0x00000d6b 79       01111001 block.tx[11].vout[0].script_pubkey
      3436 0x00000d6c b0       10110000 block.tx[11].vout[0].script_pubkey
      3437 0x00000d6d ac       10101100 block.tx[11].vout[0].script_pubkey
      3438 0x00000d6e 84       10000100 block.tx[11].vout[0].script_pubkey
      3439 0x00000d6f 73       01110011 block.tx[11].vout[0].script_pubkey
      3440 0x00000d70 6a       01101010 block.tx[11].vout[0].script_pubkey
      3441 0x00000d71 ec       11101100 block.tx[11].vout[0].script_pubkey
      3442 0x00000d72 ed       11101101 block.tx[11].vout[0].script_pubkey
      3443 0x00000d73 89       10001001 block.tx[11].vout[0].script_pubkey
      3444 0x00000d74 84       10000100 block.tx[11].vout[0].script_pubkey
      3445 0x00000d75 96       10010110 block.tx[11].vout[0].script_pubkey
      3446 0x00000d76 d2       11010010 block.tx[11].vout[0].script_pubkey
      3447 0x00000d77 c6       11000110 block.tx[11].vout[0].script_pubkey
      3448 0x00000d78 4e       01001110 block.tx[11].vout[0].script_pubkey
      3449 0x00000d79 2c       00101100 block.tx[11].vout[0].script_pubkey
      3450 0x00000d7a 95       10010101 block.tx[11].vout[0].script_pubkey
      3451 0x00000d7b 08       00001000 block.tx[11].vout[0].script_pubkey
      3452 0x00000d7c 94       10010100 block.tx[11].vout[0].script_pubkey
      3453 0x00000d7d 2b       00101011 block.tx[11].vout[0].script_pubkey
      3454 0x00000d7e 53       01010011 block.tx[11].vout[0].script_pubkey
      3455 0x00000d7f 21       00100001 block.tx[11].vout[0].script_pubkey
      3456 0x00000d80 ad       10101101 block.tx[11].vout[0].script_pubkey
      3457 0x00000d81 d4       11010100 block.tx[11].vout[0].script_pubkey
      3458 0x00000d82 72       01110010 block.tx[11].vout[0].script_pubkey
      3459 0x00000d83 d3       11010011 block.tx[11].vout[0].script_pubkey
      3460 0x00000d84 9e       10011110 block.tx[11].vout[0].script_pubkey
      3461 0x00000d85 84       10000100 block.tx[11].vout[0].script_pubkey
      3462 0x00000d86 57       01010111 block.tx[11].vout[0].script_pubkey
      3463 0x00000d87 07       00000111 block.tx[11].vout[0].script_pubkey
      3464 0x00000d88 22       00100010 block.tx[11].vout[1].value_satoshi
      3465 0x00000d89 02       00000010 block.tx[11].vout[1].value_satoshi
      3466 0x00000d8a 00       00000000 block.tx[11].vout[1].value_satoshi
      3467 0x00000d8b 00       00000000 block.tx[11].vout[1].value_satoshi
      3468 0x00000d8c 00       00000000 block.tx[11].vout[1].value_satoshi
      3469 0x00000d8d 00       00000000 block.tx[11].vout[1].value_satoshi
      3470 0x00000d8e 00       00000000 block.tx[11].vout[1].value_satoshi
      3471 0x00000d8f 00       00000000 block.tx[11].vout[1].value_satoshi
      3472 0x00000d90 22       00100010 block.tx[11].vout[1].script_pubkey_length
      3473 0x00000d91 51       01010001 block.tx[11].vout[1].script_pubkey
      3474 0x00000d92 20       00100000 block.tx[11].vout[1].script_pubkey
      3475 0x00000d93 8e       10001110 block.tx[11].vout[1].script_pubkey
      3476 0x00000d94 44       01000100 block.tx[11].vout[1].script_pubkey
      3477 0x00000d95 52       01010010 block.tx[11].vout[1].script_pubkey
      3478 0x00000d96 93       10010011 block.tx[11].vout[1].script_pubkey
      3479 0x00000d97 a0       10100000 block.tx[11].vout[1].script_pubkey
      3480 0x00000d98 45       01000101 block.tx[11].vout[1].script_pubkey
      3481 0x00000d99 fa       11111010 block.tx[11].vout[1].script_pubkey
      3482 0x00000d9a 06       00000110 block.tx[11].vout[1].script_pubkey
      3483 0x00000d9b 7e       01111110 block.tx[11].vout[1].script_pubkey
      3484 0x00000d9c fc       11111100 block.tx[11].vout[1].script_pubkey
      3485 0x00000d9d 72       01110010 block.tx[11].vout[1].script_pubkey
      3486 0x00000d9e d9       11011001 block.tx[11].vout[1].script_pubkey
      3487 0x00000d9f e8       11101000 block.tx[11].vout[1].script_pubkey
      3488 0x00000da0 73       01110011 block.tx[11].vout[1].script_pubkey
      3489 0x00000da1 a3       10100011 block.tx[11].vout[1].script_pubkey
      3490 0x00000da2 51       01010001 block.tx[11].vout[1].script_pubkey
      3491 0x00000da3 02       00000010 block.tx[11].vout[1].script_pubkey
      3492 0x00000da4 a1       10100001 block.tx[11].vout[1].script_pubkey
      3493 0x00000da5 94       10010100 block.tx[11].vout[1].script_pubkey
      3494 0x00000da6 5d       01011101 block.tx[11].vout[1].script_pubkey
      3495 0x00000da7 0a       00001010 block.tx[11].vout[1].script_pubkey
      3496 0x00000da8 c7       11000111 block.tx[11].vout[1].script_pubkey
      3497 0x00000da9 1b       00011011 block.tx[11].vout[1].script_pubkey
      3498 0x00000daa 23       00100011 block.tx[11].vout[1].script_pubkey
      3499 0x00000dab fa       11111010 block.tx[11].vout[1].script_pubkey
      3500 0x00000dac 2f       00101111 block.tx[11].vout[1].script_pubkey
      3501 0x00000dad 52       01010010 block.tx[11].vout[1].script_pubkey
      3502 0x00000dae df       11011111 block.tx[11].vout[1].script_pubkey
      3503 0x00000daf 60       01100000 block.tx[11].vout[1].script_pubkey
      3504 0x00000db0 e7       11100111 block.tx[11].vout[1].script_pubkey
      3505 0x00000db1 c5       11000101 block.tx[11].vout[1].script_pubkey
      3506 0x00000db2 22       00100010 block.tx[11].vout[1].script_pubkey
      3507 0x00000db3 01       00000001 block.tx[11].vin[0].witness_count
      3508 0x00000db4 40       01000000 block.tx[11].vin[0].witness[0].length
      3509 0x00000db5 ff       11111111 block.tx[11].vin[0].witness[0].data
      3510 0x00000db6 8f       10001111 block.tx[11].vin[0].witness[0].data
      3511 0x00000db7 2e       00101110 block.tx[11].vin[0].witness[0].data
      3512 0x00000db8 fe       11111110 block.tx[11].vin[0].witness[0].data
      3513 0x00000db9 d4       11010100 block.tx[11].vin[0].witness[0].data
      3514 0x00000dba 92       10010010 block.tx[11].vin[0].witness[0].data
      3515 0x00000dbb 9d       10011101 block.tx[11].vin[0].witness[0].data
      3516 0x00000dbc e5       11100101 block.tx[11].vin[0].witness[0].data
      3517 0x00000dbd fd       11111101 block.tx[11].vin[0].witness[0].data
      3518 0x00000dbe 45       01000101 block.tx[11].vin[0].witness[0].data
      3519 0x00000dbf 6a       01101010 block.tx[11].vin[0].witness[0].data
      3520 0x00000dc0 77       01110111 block.tx[11].vin[0].witness[0].data
      3521 0x00000dc1 1b       00011011 block.tx[11].vin[0].witness[0].data
      3522 0x00000dc2 8a       10001010 block.tx[11].vin[0].witness[0].data
      3523 0x00000dc3 20       00100000 block.tx[11].vin[0].witness[0].data
      3524 0x00000dc4 f9       11111001 block.tx[11].vin[0].witness[0].data
      3525 0x00000dc5 aa       10101010 block.tx[11].vin[0].witness[0].data
      3526 0x00000dc6 10       00010000 block.tx[11].vin[0].witness[0].data
      3527 0x00000dc7 66       01100110 block.tx[11].vin[0].witness[0].data
      3528 0x00000dc8 a4       10100100 block.tx[11].vin[0].witness[0].data
      3529 0x00000dc9 69       01101001 block.tx[11].vin[0].witness[0].data
      3530 0x00000dca fb       11111011 block.tx[11].vin[0].witness[0].data
      3531 0x00000dcb 41       01000001 block.tx[11].vin[0].witness[0].data
      3532 0x00000dcc 8b       10001011 block.tx[11].vin[0].witness[0].data
      3533 0x00000dcd 09       00001001 block.tx[11].vin[0].witness[0].data
      3534 0x00000dce 0c       00001100 block.tx[11].vin[0].witness[0].data
      3535 0x00000dcf fa       11111010 block.tx[11].vin[0].witness[0].data
      3536 0x00000dd0 4f       01001111 block.tx[11].vin[0].witness[0].data
      3537 0x00000dd1 d4       11010100 block.tx[11].vin[0].witness[0].data
      3538 0x00000dd2 e1       11100001 block.tx[11].vin[0].witness[0].data
      3539 0x00000dd3 68       01101000 block.tx[11].vin[0].witness[0].data
      3540 0x00000dd4 cd       11001101 block.tx[11].vin[0].witness[0].data
      3541 0x00000dd5 39       00111001 block.tx[11].vin[0].witness[0].data
      3542 0x00000dd6 8b       10001011 block.tx[11].vin[0].witness[0].data
      3543 0x00000dd7 9f       10011111 block.tx[11].vin[0].witness[0].data
      3544 0x00000dd8 b4       10110100 block.tx[11].vin[0].witness[0].data
      3545 0x00000dd9 93       10010011 block.tx[11].vin[0].witness[0].data
      3546 0x00000dda 4a       01001010 block.tx[11].vin[0].witness[0].data
      3547 0x00000ddb 27       00100111 block.tx[11].vin[0].witness[0].data
      3548 0x00000ddc 1f       00011111 block.tx[11].vin[0].witness[0].data
      3549 0x00000ddd 54       01010100 block.tx[11].vin[0].witness[0].data
      3550 0x00000dde 45       01000101 block.tx[11].vin[0].witness[0].data
      3551 0x00000ddf fa       11111010 block.tx[11].vin[0].witness[0].data
      3552 0x00000de0 c1       11000001 block.tx[11].vin[0].witness[0].data
      3553 0x00000de1 f8       11111000 block.tx[11].vin[0].witness[0].data
      3554 0x00000de2 b2       10110010 block.tx[11].vin[0].witness[0].data
      3555 0x00000de3 a5       10100101 block.tx[11].vin[0].witness[0].data
      3556 0x00000de4 03       00000011 block.tx[11].vin[0].witness[0].data
      3557 0x00000de5 cd       11001101 block.tx[11].vin[0].witness[0].data
      3558 0x00000de6 bc       10111100 block.tx[11].vin[0].witness[0].data
      3559 0x00000de7 26       00100110 block.tx[11].vin[0].witness[0].data
      3560 0x00000de8 f4       11110100 block.tx[11].vin[0].witness[0].data
      3561 0x00000de9 ac       10101100 block.tx[11].vin[0].witness[0].data
      3562 0x00000dea d9       11011001 block.tx[11].vin[0].witness[0].data
      3563 0x00000deb ed       11101101 block.tx[11].vin[0].witness[0].data
      3564 0x00000dec 6b       01101011 block.tx[11].vin[0].witness[0].data
      3565 0x00000ded cf       11001111 block.tx[11].vin[0].witness[0].data
      3566 0x00000dee 4b       01001011 block.tx[11].vin[0].witness[0].data
      3567 0x00000def a4       10100100 block.tx[11].vin[0].witness[0].data
      3568 0x00000df0 01       00000001 block.tx[11].vin[0].witness[0].data
      3569 0x00000df1 9f       10011111 block.tx[11].vin[0].witness[0].data
      3570 0x00000df2 0b       00001011 block.tx[11].vin[0].witness[0].data
      3571 0x00000df3 15       00010101 block.tx[11].vin[0].witness[0].data
      3572 0x00000df4 73       01110011 block.tx[11].vin[0].witness[0].data
      3573 0x00000df5 ec       11101100 block.tx[11].locktime
      3574 0x00000df6 35       00110101 block.tx[11].locktime
      3575 0x00000df7 02       00000010 block.tx[11].locktime
      3576 0x00000df8 00       00000000 block.tx[11].locktime
      3577 0x00000df9 02       00000010 block.tx[12].version
      3578 0x00000dfa 00       00000000 block.tx[12].version
      3579 0x00000dfb 00       00000000 block.tx[12].version
      3580 0x00000dfc 00       00000000 block.tx[12].version
      3581 0x00000dfd 00       00000000 block.tx[12].marker
      3582 0x00000dfe 01       00000001 block.tx[12].flag
      3583 0x00000dff 01       00000001 block.tx[12].input_count
      3584 0x00000e00 61       01100001 block.tx[12].vin[0].prev_txid_le
      3585 0x00000e01 20       00100000 block.tx[12].vin[0].prev_txid_le
      3586 0x00000e02 a4       10100100 block.tx[12].vin[0].prev_txid_le
      3587 0x00000e03 fd       11111101 block.tx[12].vin[0].prev_txid_le
      3588 0x00000e04 03       00000011 block.tx[12].vin[0].prev_txid_le
      3589 0x00000e05 00       00000000 block.tx[12].vin[0].prev_txid_le
      3590 0x00000e06 7b       01111011 block.tx[12].vin[0].prev_txid_le
      3591 0x00000e07 5d       01011101 block.tx[12].vin[0].prev_txid_le
      3592 0x00000e08 1a       00011010 block.tx[12].vin[0].prev_txid_le
      3593 0x00000e09 e5       11100101 block.tx[12].vin[0].prev_txid_le
      3594 0x00000e0a 3d       00111101 block.tx[12].vin[0].prev_txid_le
      3595 0x00000e0b 3f       00111111 block.tx[12].vin[0].prev_txid_le
      3596 0x00000e0c 1e       00011110 block.tx[12].vin[0].prev_txid_le
      3597 0x00000e0d ad       10101101 block.tx[12].vin[0].prev_txid_le
      3598 0x00000e0e e9       11101001 block.tx[12].vin[0].prev_txid_le
      3599 0x00000e0f 84       10000100 block.tx[12].vin[0].prev_txid_le
      3600 0x00000e10 64       01100100 block.tx[12].vin[0].prev_txid_le
      3601 0x00000e11 3d       00111101 block.tx[12].vin[0].prev_txid_le
      3602 0x00000e12 03       00000011 block.tx[12].vin[0].prev_txid_le
      3603 0x00000e13 57       01010111 block.tx[12].vin[0].prev_txid_le
      3604 0x00000e14 48       01001000 block.tx[12].vin[0].prev_txid_le
      3605 0x00000e15 1a       00011010 block.tx[12].vin[0].prev_txid_le
      3606 0x00000e16 86       10000110 block.tx[12].vin[0].prev_txid_le
      3607 0x00000e17 e5       11100101 block.tx[12].vin[0].prev_txid_le
      3608 0x00000e18 b7       10110111 block.tx[12].vin[0].prev_txid_le
      3609 0x00000e19 96       10010110 block.tx[12].vin[0].prev_txid_le
      3610 0x00000e1a ca       11001010 block.tx[12].vin[0].prev_txid_le
      3611 0x00000e1b f9       11111001 block.tx[12].vin[0].prev_txid_le
      3612 0x00000e1c 52       01010010 block.tx[12].vin[0].prev_txid_le
      3613 0x00000e1d ab       10101011 block.tx[12].vin[0].prev_txid_le
      3614 0x00000e1e 12       00010010 block.tx[12].vin[0].prev_txid_le
      3615 0x00000e1f 47       01000111 block.tx[12].vin[0].prev_txid_le
      3616 0x00000e20 06       00000110 block.tx[12].vin[0].prev_vout
      3617 0x00000e21 00       00000000 block.tx[12].vin[0].prev_vout
      3618 0x00000e22 00       00000000 block.tx[12].vin[0].prev_vout
      3619 0x00000e23 00       00000000 block.tx[12].vin[0].prev_vout
      3620 0x00000e24 00       00000000 block.tx[12].vin[0].script_sig_length
      3621 0x00000e25 fd       11111101 block.tx[12].vin[0].sequence
      3622 0x00000e26 ff       11111111 block.tx[12].vin[0].sequence
      3623 0x00000e27 ff       11111111 block.tx[12].vin[0].sequence
      3624 0x00000e28 ff       11111111 block.tx[12].vin[0].sequence
      3625 0x00000e29 02       00000010 block.tx[12].output_count
      3626 0x00000e2a 00       00000000 block.tx[12].vout[0].value_satoshi
      3627 0x00000e2b 00       00000000 block.tx[12].vout[0].value_satoshi
      3628 0x00000e2c 00       00000000 block.tx[12].vout[0].value_satoshi
      3629 0x00000e2d 00       00000000 block.tx[12].vout[0].value_satoshi
      3630 0x00000e2e 00       00000000 block.tx[12].vout[0].value_satoshi
      3631 0x00000e2f 00       00000000 block.tx[12].vout[0].value_satoshi
      3632 0x00000e30 00       00000000 block.tx[12].vout[0].value_satoshi
      3633 0x00000e31 00       00000000 block.tx[12].vout[0].value_satoshi
      3634 0x00000e32 22       00100010 block.tx[12].vout[0].script_pubkey_length
      3635 0x00000e33 6a       01101010 block.tx[12].vout[0].script_pubkey
      3636 0x00000e34 20       00100000 block.tx[12].vout[0].script_pubkey
      3637 0x00000e35 90       10010000 block.tx[12].vout[0].script_pubkey
      3638 0x00000e36 59       01011001 block.tx[12].vout[0].script_pubkey
      3639 0x00000e37 eb       11101011 block.tx[12].vout[0].script_pubkey
      3640 0x00000e38 c7       11000111 block.tx[12].vout[0].script_pubkey
      3641 0x00000e39 f6       11110110 block.tx[12].vout[0].script_pubkey
      3642 0x00000e3a 0c       00001100 block.tx[12].vout[0].script_pubkey
      3643 0x00000e3b 0a       00001010 block.tx[12].vout[0].script_pubkey
      3644 0x00000e3c d5       11010101 block.tx[12].vout[0].script_pubkey
      3645 0x00000e3d ae       10101110 block.tx[12].vout[0].script_pubkey
      3646 0x00000e3e c3       11000011 block.tx[12].vout[0].script_pubkey
      3647 0x00000e3f 4a       01001010 block.tx[12].vout[0].script_pubkey
      3648 0x00000e40 11       00010001 block.tx[12].vout[0].script_pubkey
      3649 0x00000e41 e9       11101001 block.tx[12].vout[0].script_pubkey
      3650 0x00000e42 f8       11111000 block.tx[12].vout[0].script_pubkey
      3651 0x00000e43 b3       10110011 block.tx[12].vout[0].script_pubkey
      3652 0x00000e44 02       00000010 block.tx[12].vout[0].script_pubkey
